,sentence,sentence ID,paragraphID
2494,Select the setting for the load of laundry.,3,1002
2495,close the door of the wash machine.,4,1002
2496,turn on the wash machine.,5,1002
2497,take out a ice cube tray.,1,1004
2498,fill the tray with water from the faucet.,2,1004
2499,put the ice cube tray in the freezer.,3,1004
2500,wait for several hour.,4,1004
2501,the water will freeze and become ice.,5,1004
2502,remove the ice cube tray from the freezer.,6,1004
2503,remove the ice cube from the tray.,7,1004
2504,you take a tray.,1,1005
2505,add water into the tray.,2,1005
2506,you insert the tray into a freezer.,3,1005
2507,the water molecule begin to slow down.,4,1005
2508,the water become ice.,5,1005
2509,the ice cube be ready.,6,1005
2510,a plant die and wither.,1,1007
2511,the dead plant start to draw microbe.,2,1007
2512,the microbe break down the material.,3,1007
2513,form decay.,4,1007
2514,the result material disappear.,5,1007
2515,the plant become one with the soil.,6,1007
2516,a plant die.,1,1008
2517,bacteria from the ground migrate to the plant material.,2,1008
2518,bacteria release enzyme onto the plant material.,3,1008
2519,the enzyme break down the plant cell to simpler component.,4,1008
2520,the bacteria absorb the result component.,5,1008
2521,gather the ingredient for the cake.,1,1014
2522,"mix the flour, sugar, egg, and water to make batter.",2,1014
2523,pour the mixture into a cake pan.,3,1014
2524,place the cake in the oven to cook.,4,1014
2525,take the cake out when it be cook through.,5,1014
2526,let the cake cool.,6,1014
2527,serve the cake.,7,1014
2528,to bake a cake you first need to gather you ingredient.,1,1015
2529,preheat the oven to desire baking temperature.,2,1015
2530,grease you prefer cake pan with crisco or butter or other non-stick spray.,3,1015
2531,add egg and vegetable oil to the dry ingredient.,4,1015
2532,stir or whisk until all the dry flour have be absorb.,5,1015
2533,pour the batter into the grease cake pan.,6,1015
2534,place cake pan into the oven for the require time.,7,1015
2535,"when a toothpick insert into the cake come out clean, the cake be do baking.",8,1015
2536,determine the weather where you be go.,1,1016
2537,pack essential item in you suitcase such a underwear / sock.,2,1016
2538,pack weather appropriate clothing in the suitcase.,3,1016
2539,always bring a jacket or two.,4,1016
2540,always bring one semi-formal outfit for a nice dinner.,5,1016
2541,Zip up the bag and be ready to go.,6,1016
2542,turn the bicycle upside down.,1,1025
2543,remove the nut that hold the wheel to the bike.,2,1025
2544,take the tire off of the wheel.,3,1025
2545,patch the hole in the tire or replace with a new tire on the wheel.,4,1025
2546,replace the wheel on the bike.,5,1025
2547,secure the wheel with nut.,6,1025
2548,the thermostat sense that the temperature have drop.,1,1028
2549,a signal be send to the heating system.,2,1028
2550,Heating oil travel from the tank to the burner.,3,1028
2551,the oil become a fine mist mix with air.,4,1028
2552,the oil / air combination be inject into the burner.,5,1028
2553,the burner be ignite in the combustion chamber.,6,1028
2554,the furnace heat the air.,7,1028
2555,the blower send the heat air through the duct.,8,1028
2556,the heat air come out the vent and into the room.,9,1028
2557,oil be gather through mining operation.,1,1029
2558,the oil be transport to store.,2,1029
2559,oil be purchase by homeowner.,3,1029
2560,oil be place into a stove in the house.,4,1029
2561,"the oil be light on fire, and burn for a long time.",5,1029
2562,the warm air off of the oil travel through the house.,6,1029
2563,you thermostat sense that the room temperature have fall below you thermostat setting.,1,1030
2564,you thermostat send a signal to you heating system to provide heat for you home.,2,1030
2565,"when you oil burner be engage, heating oil travel from the tank to the burner by way of a pump.",3,1030
2566,here the oil become a fine mist mix with air.,4,1030
2567,the fuel / air mixture be then inject into the burner where it be ignite in the combustion chamber.,5,1030
2568,"the warm air be disburse through vent, hot water through baseboard, or by steam radiator.",6,1030
2569,a plant or animal die in mud or soil.,1,1031
2570,the bone be all that remain.,2,1031
2571,over time the bone be cover in sediment.,3,1031
2572,the sediment become rock.,4,1031
2573,the rock become a fossil.,5,1031
2574,most fossil form when animal or plant die in wet environment.,1,1032
2575,the animal and plant be then bury in mud.,2,1032
2576,Soft tissue decompose.,3,1032
2577,Bones and hard tissue remain.,4,1032
2578,sediment build up over the remains over a period of time.,5,1032
2579,the sediment harden into rock.,6,1032
2580,a animal die.,1,1033
2581,the animal be bury fast under mud.,2,1033
2582,the soft part of the animal 's body rot away.,3,1033
2583,the mud around the skeleton turn into rock.,4,1033
2584,the skeleton dissolve.,5,1033
2585,a mold be leave in the mud where the skeleton be.,6,1033
2586,open the dishwasher.,1,1046
2587,slide out the bottom rack.,2,1046
2588,take a dirty plate.,3,1046
2589,rinse the plate.,4,1046
2590,place the dish in the rack.,5,1046
2591,repeat leave enough space for water to reach all item.,6,1046
2592,fill the soap cup.,7,1046
2593,turn on the dishwasher.,8,1046
2594,dirty dish be rinse.,1,1047
2595,place into the dishwasher.,2,1047
2596,a detergent be add to the detergent dispenser.,3,1047
2597,the dishwasher be close.,4,1047
2598,the power be turn on.,5,1047
2599,"in about 1.5 - 2 hour, the dish be clean.",6,1047
2600,rinse the dish before place they in a dishwasher.,1,1048
2601,load glass and plastic wear on the top rack.,2,1048
2602,"put plate, bowl, pot, and pan on the bottom rack.",3,1048
2603,place all the utensil in the utensil basket.,4,1048
2604,put detergent into the detergent holder.,5,1048
2605,close the door and push the start button.,6,1048
2606,Water come into contact with something make of iron.,1,1049
2607,the water combine with carbon dioxide in the air to form carbonic acid.,2,1049
2608,"a the acid be form, the iron start to dissolve.",3,1049
2609,some of the water break down into hydrogen and oxygen.,4,1049
2610,the free oxygen and dissolve iron bond together.,5,1049
2611,"they form iron oxide, which be rust.",6,1049
2612,Iron be expose to oxygen.,1,1051
2613,be expose to air.,2,1051
2614,a chemical reaction occur.,3,1051
2615,the iron start to oxidize.,4,1051
2616,the iron start to rust.,5,1051
2617,sunlight pas through the glass into the greenhouse.,1,1053
2618,the plant and floor absorb the the sunlight.,2,1053
2619,the absorb sunlight be converted to heat.,3,1053
2620,the heat can not escape the glass.,4,1053
2621,the heat be trap in the greenhouse.,5,1053
2622,the hot air rise.,6,1053
2623,the colder air at the top be push to the bottom.,7,1053
2624,the colder air be then warm by the floor and the plant.,8,1053
2625,the root be within the soil.,1,1055
2626,Water and nutrient move from the soil into the root structure.,2,1055
2627,the root be selective on what can go through.,3,1055
2628,only want element be pas to within the plant.,4,1055
2629,the nutrient travel through the plant circulatory system.,5,1055
2630,Water flow into the dishwasher.,1,1058
2631,the dishwasher heat the water.,2,1058
2632,the detergent dispenser open at the right time.,3,1058
2633,Water be shoot through the jet to clean the dish.,4,1058
2634,the dirty water be drain.,5,1058
2635,more water be spray to rinse the dish.,6,1058
2636,the water be drain again.,7,1058
2637,the air be heat in the dishwasher to dry the dish.,8,1058
2638,cold water take in through a hose to the bottom.,1,1059
2639,Heating element heat water.,2,1059
2640,Pump force water up in pipe connect to spinning paddle.,3,1059
2641,the force water make paddle spin like a sprinkler.,4,1059
2642,Water come out of small hole in paddle.,5,1059
2643,Water be collect and use again until dish be clean.,6,1059
2644,Water be drain through a filter.,7,1059
2645,filter collect particle of food.,8,1059
2646,Water be so hot that it evaporate for dry dish.,9,1059
2647,dirty dish be place in the dishwasher.,1,1060
2648,the dishwasher be close.,2,1060
2649,the dishwasher heat water to a hotter temperature.,3,1060
2650,the dishwasher direct water toward the dish through jet.,4,1060
2651,the dishwasher add detergent.,5,1060
2652,the dirty water drain out.,6,1060
2653,the dishwasher spray more water to rinse the dish off.,7,1060
2654,the water drain out again.,8,1060
2655,the dishwasher direct warm air toward the dish to dry they.,9,1060
2656,the dish can be remove.,10,1060
2657,you must decide the purpose of the satellite.,1,1061
2658,you must draw up a plan to what kind of orbit the satellite will travel.,2,1061
2659,you make preparation for the rocket that will travel into space.,3,1061
2660,prepare the crew that will send it there.,4,1061
2661,you begin the countdown date for the rocket.,5,1061
2662,and then you send the rocket carry the satellite into space.,6,1061
2663,once in orbit the satellite will be place where it be plan.,7,1061
2664,build a satellite.,1,1062
2665,attach a rocket.,2,1062
2666,add rocket fuel.,3,1062
2667,Launch rocket.,4,1062
2668,Satellite go into orbit.,5,1062
2669,a satellite 's need be determine.,1,1063
2670,a group of people work to design a satellite capable of accomplish the need.,2,1063
2671,a team design the physical structure of the satellite.,3,1063
2672,a crew build the physical satellite.,4,1063
2673,the satellite be pack into a capsule.,5,1063
2674,the satellite capsule be load onto a rocket.,6,1063
2675,the rocket be launch into space.,7,1063
2676,spore be disperse into the air by a mature mushroom.,1,1064
2677,the spore fall to the ground.,2,1064
2678,the spore germinate.,3,1064
2679,the spore begin to grow mycelium.,4,1064
2680,the mycelium begin to sprout a bud.,5,1064
2681,a new mushroom be form.,6,1064
2682,adult mushroom produce spore.,1,1065
2683,release they into the air by process of sporulation.,2,1065
2684,spore be carry by the wind.,3,1065
2685,land in a hospitable grow environment.,4,1065
2686,the spore germinate into the soil.,5,1065
2687,the mushroom start grow.,6,1065
2688,the adult mushroom produce spore of it own to repeat the process.,7,1065
2689,a mushroom give off gill line with basidium.,1,1066
2690,the basidium give off spore.,2,1066
2691,the spore germinate.,3,1066
2692,the spore create hypha.,4,1066
2693,multiple hypha meet and converge.,5,1066
2694,they join with Mycelium.,6,1066
2695,a hyphal knot form in the ground.,7,1066
2696,a primordium shoot out of the ground.,8,1066
2697,a mushroom cap be form.,9,1066
2698,there be a rain cloud in the sky.,1,1073
2699,small bit of ice within the cloud bump each other.,2,1073
2700,the collision create electrical charge.,3,1073
2701,"lighter, positively charge particle sink to the bottom of the cloud.",4,1073
2702,"heavier, negatively charge particle rise to the top.",5,1073
2703,"when the positive and negative charge grow large enough, a giant spark, call lightning occur.",6,1073
2704,ice form inside a cloud.,1,1075
2705,ice inside the cloud bump around and cause electrostatic charge.,2,1075
2706,the cloud become a thundercloud.,3,1075
2707,electrostatic energy build and form a strong negative charge.,4,1075
2708,positive energy be attract to the negative energy in the cloud.,5,1075
2709,this positive energy gather on the ground.,6,1075
2710,the positive energy connect with the negative energy and form lightning.,7,1075
2711,the dna strand of a cell decide to replicate.,1,1077
2712,chemical in the strand break up the helix.,2,1077
2713,the helix be split into two.,3,1077
2714,the helix form a the basis of a new dna strand.,4,1077
2715,the cell replicate.,5,1077
2716,dna replication be initiate by protein.,1,1078
2717,the hydrogen bond that hold together a strand of dna be break.,2,1078
2718,a polymerase read each side of the strand.,3,1078
2719,add complimentary nucleotide.,4,1078
2720,"once all the basis be match, the new dna strand be form.",5,1078
2721,dna ligase seal the new piece into two new strand.,6,1078
2722,Coal be put in a coal - fire steam station.,1,1080
2723,Water be put in pipe in the coal - fire steam station.,2,1080
2724,the coal be crush.,3,1080
2725,the coal be move into a boiler along with hot air.,4,1080
2726,the water be move through pipe in the boiler.,5,1080
2727,the steam from the water be blow against a turn mechanism.,6,1080
2728,the force of the steam make the mechanism turn.,7,1080
2729,the mechanism generate electricity.,8,1080
2730,Coal be burn in a boiler.,1,1081
2731,Steam be produce under pressure.,2,1081
2732,flow into a turbine.,3,1081
2733,the turbine spin.,4,1081
2734,create electricity.,5,1081
2735,first you dig a whole.,1,1083
2736,you place a pumpkin seed in the hole.,2,1083
2737,you put some dirt over the seed.,3,1083
2738,you water the seed.,4,1083
2739,the seed will sprout.,5,1083
2740,a vine will grow.,6,1083
2741,the vine will flower.,7,1083
2742,pumpkin will appear where the flower be.,8,1083
2743,get some pumpkin seed.,1,1084
2744,Plant the pumpkin seed in soil.,2,1084
2745,Water the plant if it start to dry out.,3,1084
2746,do not water directly on the leave.,4,1084
2747,male flower appear.,5,1084
2748,female flower be open for one day.,6,1084
2749,pumpkin mature 85 - 125 day after planting.,7,1084
2750,"pack up you camp gear, food, and clothes.",1,1085
2751,drive to you campsite.,2,1085
2752,set up you tent.,3,1085
2753,start a fire in the fire pit.,4,1085
2754,cook you food in the fire.,5,1085
2755,put the fire out when you be finish.,6,1085
2756,go to sleep.,7,1085
2757,wake up.,8,1085
2758,put away you tent.,9,1085
2759,drive home.,10,1085
2760,one go to a wilderness area.,1,1086
2761,one set up a tent.,2,1086
2762,"one put they clothes, sleeping bag, etc. into the tent.",3,1086
2763,one gather firewood.,4,1086
2764,"one build a fire for warmth, cooking, etc.",5,1086
2765,"you pack up you car with food, tent, sleeping bag, etc.",1,1087
2766,drive to you camp spot.,2,1087
2767,put up you tent.,3,1087
2768,hide you food from bear.,4,1087
2769,make a campfire.,5,1087
2770,roast marshmellow.,6,1087
2771,go to sleep in the tent.,7,1087
2772,wake up and enjoy nature.,8,1087
2773,begin the party.,1,1091
2774,partake in activity.,2,1091
2775,bring out the cake.,3,1091
2776,"sing "" happy birthday! "".",4,1091
2777,blow out the candle.,5,1091
2778,eat the cake.,6,1091
2779,open the present.,7,1091
2780,a star form.,1,1094
2781,the star do not have enough mass to become a neutron star.,2,1094
2782,the star go through a change in it core and bond helium to carbon and oxygen.,3,1094
2783,the star become a red giant.,4,1094
2784,a mass of carbon and oxygen build up in the center of the star.,5,1094
2785,the star shed it outside layer and become a nebula.,6,1094
2786,the star leave behind the core which become a dwarf star.,7,1094
2787,a star burn in space.,1,1095
2788,eventually it burn all it hydrogen.,2,1095
2789,become a red giant.,3,1095
2790,once the red giant burn itself out.,4,1095
2791,the core of the star collapse.,5,1095
2792,the gas will start to disperse.,6,1095
2793,only the core be leave.,7,1095
2794,a white dwarf have be form.,8,1095
2795,a red giant burn mass.,1,1096
2796,this mass create high core temperature.,2,1096
2797,the mass decrease.,3,1096
2798,the red giant can no longer fuse the carbon and oxygen in it center.,4,1096
2799,the gravity of the star can no longer hold the outside layer.,5,1096
2800,the layer break away.,6,1096
2801,only the inner core remain.,7,1096
2802,this inner core be know a a white dwarf.,8,1096
2803,you receive a vaccination through a injection or a nasal spray.,1,1099
2804,the vaccine contain a weaken version of the virus or bacteria responsible for the disease.,2,1099
2805,the body 's immune system react to the virus or bacteria.,3,1099
2806,the immune system create antibody to fight the virus or bacteria.,4,1099
2807,the antibody remain in the body.,5,1099
2808,the antibody be ready to fight the disease if the person be infect with the disease.,6,1099
2809,techtonic plate in the earth crust move.,1,1104
2810,Movement create fissure.,2,1104
2811,upheaval in the crust.,3,1104
2812,fissure allow lava to erupt into volcanoe at the surface.,4,1104
2813,"volcanoe erupt, accumulate lava, form mountain.",5,1104
2814,upheaval in the crust become they own mountain.,6,1104
2815,pressure happen underground.,1,1105
2816,tectonic plate underground pull and stretch.,2,1105
2817,small crack be form in the earth 's crust.,3,1105
2818,the tectonic plate push hard against each other.,4,1105
2819,some part of the earth 's crust move up high above the ground.,5,1105
2820,a plant produce a seed.,1,1106
2821,the seed fall to the ground.,2,1106
2822,the seed be bury.,3,1106
2823,the seed germinate.,4,1106
2824,a plant grow.,5,1106
2825,the plant produce flower.,6,1106
2826,the flower produce more seed.,7,1106
2827,a seed be in soil.,1,1107
2828,the seed germinate.,2,1107
2829,the plant grow root.,3,1107
2830,the plant grow out of the ground.,4,1107
2831,the plant get bigger.,5,1107
2832,the plant flower.,6,1107
2833,the flower produce fruit.,7,1107
2834,the fruit release seed.,8,1107
2835,the plant die.,9,1107
2836,dissolution of limestone form cave.,1,1112
2837,Rain get carbon dioxide from the air.,2,1112
2838,when rain go into soil it create a acid.,3,1112
2839,the acid dissolve the limestone along crack.,4,1112
2840,some will dissolve enough to form cave.,5,1112
2841,rainwater pick up carbon dioxide from the air.,1,1113
2842,rainwater go into soil.,2,1113
2843,Water with carbon dioxide percolate through soil.,3,1113
2844,the water become a weak acid.,4,1113
2845,the water dissolve limestone.,5,1113
2846,cave form where the limestone be dissolve.,6,1113
2847,Rainwater fall onto the soil.,1,1114
2848,the rainwater seep into the soil.,2,1114
2849,the water start go into the bedrock below.,3,1114
2850,the bedrock erode after much time pas.,4,1114
2851,the bedrock form funnel.,5,1114
2852,the funnel grow larger and wider.,6,1114
2853,the funnel finally become cave.,7,1114
2854,warm water float up from the ocean.,1,1127
2855,a pocket of low pressure air be create near the surface of the ocean.,2,1127
2856,warm air from outside area push into the low pressure area.,3,1127
2857,the warm air keep rise and form cloud.,4,1127
2858,the wind be get feed moisture that evaporate from the ocean.,5,1127
2859,this moisture cause the swirl air and cloud to grow bigger.,6,1127
2860,a it get bigger the wind rotate faster.,7,1127
2861,a hurricane usually start a a organized thunderstorm activity that stretch at least 100 mile across and maintain it identity for more than 24 hour.,1,1128
2862,under the right condition it can develop further and start to spin around a low - pressure center.,2,1128
2863,"if it develop it be classify a a "" tropical cyclone "" or "" tropical depression "".",3,1128
2864,"if the system strengthen and wind speed rise past 39 mph, the system be dub a "" tropical storm "".",4,1128
2865,"if the pressure in the center drop even further and the wind really pick up and form a clearly define "" eye "" it be a hurricane.",5,1128
2866,thunderstorm form over the ocean.,1,1129
2867,a area of low pressure cause rotation.,2,1129
2868,several thunderstorm come together around this area.,3,1129
2869,the storm be feed by rise air from warm ocean water evaporate.,4,1129
2870,when the wind speed reach 74 mph the storm be consider a hurricane.,5,1129
2871,"bee first secure the perfect spot, such a hollow area of tree.",1,1130
2872,bee will begin to chew max until it become soften.,2,1130
2873,the chew up wax will be store inside of a honeycomb.,3,1130
2874,worker bee continue chew and softening wax from within.,4,1130
2875,"the chew up wax be steadily add, make the hive bigger and bigger.",5,1130
2876,"the bee will house nectar, honey and pollen within the honeycomb 's cell.",6,1130
2877,bee go out during the day and gather food.,1,1131
2878,"then while gather of they food, they make wax, which be the building block of they bee hive.",2,1131
2879,bee make food call honey.,3,1131
2880,"they use a sticky, glue - like substance call propolis a a bind to hold they hife together.",4,1131
2881,bee produce all of the building block to build they hive in they own body.,5,1131
2882,"bee find a place for the hive, such a a rock crevice or tree branch.",1,1132
2883,bee gather nectar from flower.,2,1132
2884,the bee evaporate the nectar by pas it back and forth to each other.,3,1132
2885,the evaporation turn the nectar into sugary honey.,4,1132
2886,the bee chew the honey until it turn into moldable wax.,5,1132
2887,the bee mold the wax into hexagonal ( six sided ) cylinder.,6,1132
2888,thousand of these hexagonal cylinder put together form the hive.,7,1132
2889,owl have specially adapt eye that see better at night.,1,1136
2890,owl sit at high point in tree and look around.,2,1136
2891,when a owl spot a rodent they track it.,3,1136
2892,when the rodent be stand still the owl swoop down.,4,1136
2893,the owl grab the rodent with they tallon.,5,1136
2894,the owl use they beak to eat the rodent.,6,1136
2895,owl hunt around they hunt territory away from where they roost during the day.,1,1137
2896,"they sit still on a perch, like a stump of branch, and wait for prey.",2,1137
2897,they use they highly sensitive hearing to locate prey that can not be see.,3,1137
2898,they use they very keen vision to see prey in the dark.,4,1137
2899,"they fly silently, without flap they wing, in order to surprise the prey.",5,1137
2900,"the owl silently glide or drop on it prey, grab it with it talon and beak.",6,1137
2901,"the owl eat the prey, or carry it back to it perch.",7,1137
2902,a owl leave he nest.,1,1138
2903,the owl fly out into the night.,2,1138
2904,the owl look down at the ground.,3,1138
2905,the owl keen eyesight allow he to see in the dark.,4,1138
2906,the owl sensitive hearing allow he to locate hidden prey.,5,1138
2907,the owl swoop down.,6,1138
2908,the owl catch a mouse in he talon.,7,1138
2909,a forest fire start.,1,1142
2910,the fire surround the vicinity.,2,1142
2911,the animal be trap.,3,1142
2912,those that survive have they habitat destroy.,4,1142
2913,the survivor must find a new habitat.,5,1142
2914,conflict with other animal occur.,6,1142
2915,a forest fire start.,1,1143
2916,the tree and plant burn.,2,1143
2917,the animal lose they home.,3,1143
2918,"if the animal can not escape, they may die from smoke inhalation.",4,1143
2919,the plant that provide food be go.,5,1143
2920,the animal have little to eat.,6,1143
2921,Forest fire burn forest.,1,1144
2922,the animal live in the forest have fewer place to hide.,2,1144
2923,predator can now find they prey eaiser.,3,1144
2924,bird will fly away from the area.,4,1144
2925,Waters warm up which hurt the fish swimming in they.,5,1144
2926,a red giant star form from a exist star.,1,1145
2927,formation occur when the star run out of hydrogen fuel.,2,1145
2928,hydrogen atom be combine together to form helium atom.,3,1145
2929,energy produce by helium fusion cause the star to expand.,4,1145
2930,a red giant star be the last stage of stellar evolution.,5,1145
2931,a star burn in space.,1,1146
2932,the star run out of hydrogen fuel.,2,1146
2933,all the hydrogen be turn into helium.,3,1146
2934,there be no longer energy to keep the star from collapse.,4,1146
2935,gravity take over.,5,1146
2936,the star be pull into itself.,6,1146
2937,the helium atom begin to combine into carbon atom.,7,1146
2938,the outermost layer of the star be push out.,8,1146
2939,the star be much larger than it be.,9,1146
2940,the star be a red giant.,10,1146
2941,Hydrogen atom in a star combine together to form helium atom.,1,1147
2942,all of the hydrogen in a star turn into helium.,2,1147
2943,the star begin to collapse.,3,1147
2944,helium atom combine together to form carbon atom.,4,1147
2945,the star get much bigger than it be before.,5,1147
2946,the star be now a red giant.,6,1147
2947,"solar panel actually comprise many, smaller unit call photovoltaic cell.",1,1148
2948,Photovoltaic simply mean they convert sunlight into electricity. ).,2,1148
2949,many cell link together make up a solar panel.,3,1148
2950,"each photovoltaic cell be basically a sandwich make up of two slice of semi-conduct material, usually silicon :.",4,1148
2951,"manufacturer "" dope "" silicon with other material, give each slice of the sandwich a positive or negative electrical charge.",5,1148
2952,"this add extra electron, with a negative charge, to that layer.",6,1148
2953,"meanwhile, the bottom layer get a dose of boron, which result in fewer electron, or a positive charge.",7,1148
2954,this all add up to a electric field at the junction between the silicon layer.,8,1148
2955,"when a photon of sunlight knock a electron free, the electric field will push that electron out of the silicon junction.",9,1148
2956,a couple of other component of the cell turn these electron into usable power.,10,1148
2957,a photovoltaic cell be create with two layer of semiconductor material.,1,1150
2958,"the top layer be "" dope "" with impurity to allow a negative charge.",2,1150
2959,"the bottom layer be "" dope "" to allow for a positive charge.",3,1150
2960,this produce a electric field that allow electron to flow from negative to positve.,4,1150
2961,sunlight enter the cell.,5,1150
2962,energy from sunlight knock electron loose in both field.,6,1150
2963,this prevent the flow of electron from negative to positive.,7,1150
2964,add a external circuit allow the exchange to continue.,8,1150
2965,give the cell owner a flow of electricity.,9,1150
2966,a radioisotope have unstable nucleus that do not have enough bind energy to hold the nucleu together.,1,1151
2967,radioisotope would like to be stable isotope so they be constantly change to try and stabilize.,2,1151
2968,"in the process, they will release energy and matter from they nucleu and often transform into a new element.",3,1151
2969,"this process, call transmutation, be the change of one element into another a a result of change within the nucleu.",4,1151
2970,he radioactive decay and transmutation process will continue until a new element be form that have a stable nucleu and be not radioactive.,5,1151
2971,the nucleus of some atom have too few or too many neutron.,1,1152
2972,the atom become unstable.,2,1152
2973,the atom split.,3,1152
2974,"in alpha decay, two proton and two neutron be release from the atom.",4,1152
2975,"in beta decay, a neutron change into a proton and a electron.",5,1152
2976,the proton join the nucleu of the atom.,6,1152
2977,the electron be release.,7,1152
2978,a isotope have too many proton.,1,1153
2979,the isotope be unstable.,2,1153
2980,the isotope emit radiation.,3,1153
2981,the isotope decay.,4,1153
2982,the isotope lose some atomic particle.,5,1153
2983,the isotope turn into a different element.,6,1153
2984,the isotope be finish decay and emit radiation.,7,1153
2985,plant and animal long ago die.,1,1154
2986,they be bury under layer of soil.,2,1154
2987,pressure build over time.,3,1154
2988,the remains liquefy.,4,1154
2989,the carbon atom rearrange to become a new substance.,5,1154
2990,"dead organic material accumulate on the bottom of ocean, riverbed or swamp, mixing with mud and sand.",1,1155
2991,"over time, more sediment pile on top.",2,1155
2992,the result heat and pressure transform the organic layer into a dark and waxy substance know a kerogen.,3,1155
2993,"leave alone, the kerogen molecule eventually crack.",4,1155
2994,the molecule break up into shorter and lighter molecule compose almost solely of carbon and hydrogen atom.,5,1155
2995,it will turn into either petroleum or natural gas.,6,1155
2996,live organism in the sea die.,1,1156
2997,the matter form on the sea floor.,2,1156
2998,layer of sediment form above the matter compress it.,3,1156
2999,after many year the matter be compress and heat.,4,1156
3000,the result be that crude oil form.,5,1156
3001,a enzyme in saliva begin to break down carbohydrate.,1,1158
3002,food be squeeze down the esophagus when you swallow.,2,1158
3003,acid and enzyme in the stomach break the food down.,3,1158
3004,release nutrient.,4,1158
3005,food then pump into small intestine.,5,1158
3006,fluid and enzyme from liver and pancrea pump into small intestine.,6,1158
3007,help break food into smallest molecule.,7,1158
3008,nutrient pas through wall of small intestine.,8,1158
3009,nutrient absorb into blood stream.,9,1158
3010,unuse material pas into large intestine to become fecal matter.,10,1158
3011,the gravity of the sun pull it mass inward.,1,1167
3012,there be a lot of pressure on the Sun.,2,1167
3013,the pressure force atom of hydrogen to fuse together in nuclear reaction.,3,1167
3014,the energy from the reaction give off different kind of light.,4,1167
3015,the light travel to the Earth.,5,1167
3016,Prophase be the first and longest stage of mitosis. in this stage the chromosome become visible and the centriole separate and move to opposite pole of the cell.,1,1169
3017,in prophase the chromosome become visible and the centriole separate and move to opposite pole of the cell.,2,1169
3018,in metaphase the chromosome line up across the center of the cell and become connect to the spindle fiber at they centromere.,3,1169
3019,in anaphase the sister chromatid separate into individual chromosome and be pull apart.,4,1169
3020,during telophase the chromosome gather at opposite end of the cell and lose they distinct rod -like shape.,5,1169
3021,two new nuclear membrane then form around each of the two region of dna and the spindle fiber disappear.,6,1169
3022,"Prophase, the chromosome become visible.",1,1170
3023,centriole separate to move to opposite pole.,2,1170
3024,"metaphase, the chromosome line up in the center.",3,1170
3025,"Anaphase, the chromatid separate.",4,1170
3026,be pull apart.,5,1170
3027,"telophase, the chromosome gather at opposite pole.",6,1170
3028,two new nuclear membrane form.,7,1170
3029,the cell membrane pinch.,8,1170
3030,divide into two individual cell.,9,1170
3031,the liver filter blood from the digestive tract.,1,1172
3032,the liver produce bile.,2,1172
3033,the liver produce protein for blood plasma.,3,1172
3034,the liver convert excess glucose into glycogen for storage.,4,1172
3035,the liver convert ammonia to urea.,5,1172
3036,the liver regulate blood clotting.,6,1172
3037,Water come through a filter.,1,1183
3038,the filter have small pore to catch pollutant.,2,1183
3039,"the filter will catch chlorine, heavy metal, and other chemical.",3,1183
3040,the filter allow water and mineral ion like fluoride to pas through.,4,1183
3041,the water on the other side of the filter be much cleaner.,5,1183
3042,Chemical reaction in the battery cause a build up of electron at the anode.,1,1184
3043,this result in a electrical difference between the anode and the cathode.,2,1184
3044,the electron want to rearrange themselves to get rid of this difference.,3,1184
3045,the electron go to the cathode.,4,1184
3046,Electricty be create.,5,1184
3047,Comets fly around in outer space.,1,1188
3048,a comet fly close to a planet.,2,1188
3049,the comet enter the planet 's atmosphere.,3,1188
3050,the comet crash into the planet.,4,1188
3051,the energy of the impact create a hole on the planet.,5,1188
3052,chunk of rock break off of meteorite.,1,1189
3053,the rock pas through the atmosphere.,2,1189
3054,the rock be too big to be slowed down.,3,1189
3055,the chunk smash into the earth at a high velocity.,4,1189
3056,the angle the meteorite hit can impact how large the crater be.,5,1189
3057,the material it hit also help determine the size of the crater.,6,1189
3058,two large vein bring blood to the heart.,1,1190
3059,the blood enter the right atrium.,2,1190
3060,the blood flow through the tricuspid valve.,3,1190
3061,the blood travel into the right ventricle.,4,1190
3062,the blood go through the pulmonary artery to the lung.,5,1190
3063,Blood pick up oxygen in the lung.,6,1190
3064,oxygenate blood enter the leave atrium.,7,1190
3065,Blood go to the left ventricle.,8,1190
3066,Blood leave the heart via the aorta to the rest of the body.,9,1190
3067,the deoxygenate blood return to the heart.,10,1190
3068,a eagle fly along.,1,1195
3069,the eagle spot a mouse on the ground.,2,1195
3070,the eagle swoop down.,3,1195
3071,catch the mouse in it talon.,4,1195
3072,the eagle have a meal.,5,1195
3073,food enter the mouth.,1,1197
3074,food mix with saliva.,2,1197
3075,food be swallow.,3,1197
3076,enzyme in the stomach break down the food.,4,1197
3077,the food move to the small intestine.,5,1197
3078,hormone from the pancrea move to the small intestine.,6,1197
3079,the hormone create the amount of sugar in the blood from the food.,7,1197
3080,the sugar in the blood travel to the body.,8,1197
3081,the sugar provide energy for the muscle.,9,1197
3082,information encode in dna be copy to a rna molecule.,1,1202
3083,the mrna molecule be send to the cytoplasm.,2,1202
3084,the mrna bond with ribosome.,3,1202
3085,tmrna molecule bind with the ribosome in a sequence define by the mrna code.,4,1202
3086,the ribosome slide down the m rna.,5,1202
3087,the process continue until one of the stop codon enter the a site.,6,1202
3088,protein be enter into a phase call transcription.,1,1203
3089,dna be unwound partially so that it can be transcribe.,2,1203
